seed,configuration,search_mode,iterations,memory_retention,theta_retention,regime_block,regime,mean_energy,final_energy,mean_kappa_norm,final_kappa_norm
43,EBMAO (kappa-only),guided_sa,3,1.0,0.5,2,0,1.0350578606128693,0.9392154216766357,3.253015065193176,2.935361385345459
43,EBMAO (kappa-only),guided_sa,3,1.0,0.5,3,1,1.381467592716217,1.286234974861145,3.4058143854141236,3.904839277267456
43,EBMAO (theta-only),guided_sa,3,1.0,0.5,0,0,1.2718403577804565,1.0565369129180908,0.0,0.0
43,EBMAO (theta-only),guided_sa,3,1.0,0.5,1,1,1.331985080242157,1.2651439905166626,0.0,0.0
43,EBMAO (theta-only),guided_sa,3,1.0,0.5,2,0,0.9963831245899201,0.986869215965271,0.0,0.0
43,EBMAO (theta-only),guided_sa,3,1.0,0.5,3,1,1.273403000831604,1.2666512727737427,0.0,0.0
43,Full EBMAO,guided_sa,3,1.0,0.5,0,0,1.2454685926437379,1.003589153289795,1.5823079586029052,2.174607276916504
43,Full EBMAO,guided_sa,3,1.0,0.5,1,1,1.3726137042045594,1.220212459564209,3.0274271249771116,4.054014682769775
43,Full EBMAO,guided_sa,3,1.0,0.5,2,0,1.0350578606128693,0.9392154216766357,3.253015065193176,2.935361385345459
43,Full EBMAO,guided_sa,3,1.0,0.5,3,1,1.381467592716217,1.286234974861145,3.4058143854141236,3.904839277267456
44,Static Energy,guided_sa,3,1.0,0.5,0,0,0.961630779504776,0.8874529600143433,0.0,0.0
44,Static Energy,guided_sa,3,1.0,0.5,1,1,1.3202044725418092,1.2068959474563599,0.0,0.0
44,Static Energy,guided_sa,3,1.0,0.5,2,0,0.9732315719127655,0.9419199228286743,0.0,0.0
44,Static Energy,guided_sa,3,1.0,0.5,3,1,1.122158932685852,0.927570104598999,0.0,0.0
44,EBMAO (kappa-only),guided_sa,3,1.0,0.5,0,0,0.965313071012497,0.9092031717300415,2.0263911485671997,2.97430157661438
44,EBMAO (kappa-only),guided_sa,3,1.0,0.5,1,1,1.1855089664459229,1.1671251058578491,3.194126033782959,3.8819994926452637
44,EBMAO (kappa-only),guided_sa,3,1.0,0.5,2,0,1.001257061958313,0.9989303350448608,3.2842116832733153,3.383859872817993
44,EBMAO (kappa-only),guided_sa,3,1.0,0.5,3,1,1.0768955945968628,0.9606820940971375,3.4307229280471803,3.8125767707824707
44,EBMAO (theta-only),guided_sa,3,1.0,0.5,0,0,0.9614628612995147,0.8874529600143433,0.0,0.0
44,EBMAO (theta-only),guided_sa,3,1.0,0.5,1,1,1.3202044725418092,1.2068959474563599,0.0,0.0
44,EBMAO (theta-only),guided_sa,3,1.0,0.5,2,0,0.9732315719127655,0.9419199228286743,0.0,0.0
44,EBMAO (theta-only),guided_sa,3,1.0,0.5,3,1,1.122158932685852,0.927570104598999,0.0,0.0
44,Full EBMAO,guided_sa,3,1.0,0.5,0,0,0.9651451528072357,0.9092031717300415,2.035684323310852,2.980952262878418
44,Full EBMAO,guided_sa,3,1.0,0.5,1,1,1.1855089664459229,1.1671251058578491,3.19567289352417,3.882524251937866
44,Full EBMAO,guided_sa,3,1.0,0.5,2,0,0.9922266244888306,0.9128662943840027,3.278982424736023,3.367899179458618
44,Full EBMAO,guided_sa,3,1.0,0.5,3,1,1.1236424922943116,1.138657569885254,3.2494547605514525,3.381078004837036
